,name,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags,genre,publisher,critic_score,user_score,epoque
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Comedy,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,RPG,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Open World,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Mature,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Classic,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Funny,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Moddable,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Shooter,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Singleplayer,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Third Person,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Great Soundtrack,Action,Take-Two Interactive,93.0,8.6,00s
125,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Sandbox,Action,Take-Two Interactive,93.0,8.6,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Story Rich,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Automobile Sim,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Crime,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Multiplayer,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Action,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Driving,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Adventure,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Atmospheric,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Third-Person Shooter,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Comedy,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,RPG,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Open World,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Mature,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Classic,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Funny,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Moddable,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Shooter,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Singleplayer,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Third Person,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Great Soundtrack,Action,Take-Two Interactive,93.0,8.9,00s
126,Grand Theft Auto: San Andreas,8.0,11.213028712565606,30.48,45.89,77.41,46.92999999999999,Sandbox,Action,Take-Two Interactive,93.0,8.9,00s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Historical,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Multiplayer,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Strategy,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Action,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,RTS,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Adventure,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Military,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Atmospheric,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Tactical,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Real-Time with Pause,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Co-op,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,FPS,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Massively Multiplayer,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Real-Time,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Simulation,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Singleplayer,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Online Co-Op,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,World War II,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Tanks,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,Great Soundtrack,Strategy,THQ,80.0,2.1,10s
128,Company of Heroes 2,6.0,3.694015667732814,15.3,23.15,57.66,42.36,War,Strategy,THQ,80.0,2.1,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,4X,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Procedural Generation,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Story Rich,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Multiplayer,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Strategy,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Grand Strategy,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,RTS,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Futuristic,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Adventure,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Military,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Diplomacy,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Building,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Atmospheric,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Exploration,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Management,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Memes,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Free to Play,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Real-Time with Pause,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Nudity,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Moddable,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Replay Value,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Simulation,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Singleplayer,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Space,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Great Soundtrack,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Open World,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Sandbox,Strategy,Paradox Interactive,78.0,8.0,10s
129,Stellaris,8.0,7.68185256298365,29.15,66.19,286.07,256.92,Sci-fi,Strategy,Paradox Interactive,78.0,8.0,10s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Horror,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Magic,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,First-Person,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Action-Adventure,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Multiplayer,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Action,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Adventure,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Atmospheric,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Free to Play,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Action RPG,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Female Protagonist,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,RPG,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Open World,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Dark Fantasy,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Nudity,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Classic,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Fantasy,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Singleplayer,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Medieval,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Third Person,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Hack and Slash,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Difficult,Adventure,Swing! Entertainment,66.0,8.4,00s
130,Enclave,6.0,3.8217357310398743,8.37,11.89,15.86,7.49,Great Soundtrack,Adventure,Swing! Entertainment,66.0,8.4,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Automobile Sim,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Crime,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Multiplayer,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Action,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Driving,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Adventure,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Atmospheric,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Third-Person Shooter,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Open World,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,1980s,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Mature,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Classic,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Funny,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Moddable,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Shooter,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Singleplayer,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Violent,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Music,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Third Person,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Great Soundtrack,Action,Take-Two Interactive,95.0,8.7,00s
131,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Sandbox,Action,Take-Two Interactive,95.0,8.7,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Automobile Sim,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Crime,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Multiplayer,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Action,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Driving,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Adventure,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Atmospheric,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Third-Person Shooter,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Open World,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,1980s,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Mature,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Classic,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Funny,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Moddable,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Shooter,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Singleplayer,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Violent,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Music,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Third Person,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Great Soundtrack,Action,Take-Two Interactive,94.0,8.8,00s
132,Grand Theft Auto: Vice City,8.0,12.493385595296424,17.97,25.76,41.15,23.18,Sandbox,Action,Take-Two Interactive,94.0,8.8,00s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,3D Vision,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Horror,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Fast-Paced,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,First-Person,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Automobile Sim,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Multiplayer,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Action,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Driving,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Adventure,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,VR,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Atmospheric,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Free to Play,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Co-op,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,FPS,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Open World,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Early Access,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Offroad,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Racing,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Survival Horror,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Arcade,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Survival,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Indie,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Simulation,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Singleplayer,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Realistic,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Family Friendly,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Difficult,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,TrackIR,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Great Soundtrack,Racing,Codemasters,85.0,8.1,10s
133,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Sports,Racing,Codemasters,85.0,8.1,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,3D Vision,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Horror,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Fast-Paced,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,First-Person,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Automobile Sim,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Multiplayer,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Action,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Driving,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Adventure,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,VR,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Atmospheric,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Free to Play,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Co-op,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,FPS,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Open World,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Early Access,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Offroad,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Racing,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Survival Horror,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Arcade,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Survival,Racing,Codemasters,86.0,8.0,10s
134,DiRT Rally,8.0,7.239736226334823,28.27,59.22,139.75,111.48,Indie,Racing,Codemasters,86.0,8.0,10s
